AAAA,1.2937885560296236
AAAC,1.242759695208999
AAAD,1.302600993272711
AAAE,1.2998500488554359
AAAF,1.9013874075888393
AAAG,1.1832188042624254
AAAH,1.255886578256699
AAAI,1.1197626860519228
AAAK,1.3460797676573517
AAAL,1.297084894258202
AAAM,1.0785821789107735
AAAN,1.2151801563525688
AAAP,1.249767774383587
AAAQ,1.1646236913889405
AAAR,1.365236084823903
AAAS,1.1759389470966393
AAAT,1.1875119592915788
AAAV,1.235143338942021
AAAW,1.3356436571203516
AAAY,1.1837320962645788
AACA,1.03955792912064
AACC,1.1850815969819408
AACD,1.1655684282427536
AACE,1.044450856869986
AACF,1.6179369084842887
AACG,1.0028070051388625
AACH,1.0562709748312276
AACI,1.265996486433648
AACK,1.0780170562843343
AACL,1.0134961317978526
AACM,1.0730968416723041
AACN,1.0140673804806595
AACP,1.0411075540314423
AACQ,1.0919929070968926
AACR,1.0386077164345895
AACS,1.0420281189976386
AACT,1.0125821910959085
AACV,1.10848861803592
AACW,1.0642837338200293
AACY,1.0823915744226849
AADA,1.074375305368343
AADC,1.0500856045505687
AADD,1.1688334850645536
AADE,1.046839624997633
AADF,1.1996082434027024
AADG,1.1130808468034792
AADH,1.1171703890399667
AADI,1.0286930898371693
AADK,1.1435597805722835
AADL,1.1524914399768704
AADM,1.057738881316613
AADN,1.2216200769546453
AADP,1.1362167702859434
AADQ,1.1442142640689348
AADR,1.114061250951438
AADS,1.202981584613402
AADT,1.1673177003217825
AADV,1.1681624270902224
AADW,1.184125202435147
AADY,1.0407306794430693
AAEA,1.9794995200716952
AAEC,1.4922702980889822
AAED,1.0624345818123877
AAEE,1.5827934962920194
AAEF,2.207648811517081
AAEG,1.628140455935987
AAEH,1.7864695836368976
AAEI,1.536574881197295
AAEK,1.8589802208272197
AAEL,1.6912952000896673
AAEM,1.2247972315117397
AAEN,1.2579913565931626
AAEP,1.6888721633156225
AAEQ,1.7370882444087734
AAER,1.8014090506769385
AAES,1.4361570616319068
AAET,1.6011437911335458
AAEV,1.6197538219458556
AAEW,1.8831887831394465
AAEY,1.831639354575784
AAFA,1.1068596738768806
AAFC,1.1423519410861445
AAFD,1.168333122764146
AAFE,1.0467613969954919
AAFF,1.5736889765623259
AAFG,1.0980565578423696
AAFH,1.0123210989344382
AAFI,1.0919149684890421
AAFK,1.06605318764975
