HSAT,0.036405756047,0.0072811512094
IPSR,0.000815724210747,0.00016314484214940002
HSFY,0.00209490446989,0.00041898089397800003
DNAA,0.0208367447517,0.004167348950340001
NCVG,0.0480847955809,0.009616959116180001
QTNL,0.00166111112007,0.000332222224014
TDGY,0.0161225491065,0.0032245098213
MLKK,0.00259794630153,0.000519589260306
LDGN,0.0945297050697,0.01890594101394
MEYS,0.0105416667235,0.0021083333447
PDIP,0.00267398375425,0.00053479675085
SIFI,0.00312880519191,0.0006257610383820001
PCRP,0.0103427673514,0.00206855347028
TDIC,0.0137041667406,0.00274083334812
IRYP,0.073601536803,0.0147203073606
MIEQ,0.00266100325059,0.000532200650118
FGVQ,0.0090856354081,0.00181712708162
WEKR,0.00286998256347,0.000573996512694
QHFK,0.00431627298915,0.0008632545978300001
LDGM,0.560083336353,0.1120166672706
NNRS,0.00356466764928,0.000712933529856
IEAH,0.00116631206303,0.000233262412606
TEYA,0.0476666669237,0.009533333384740002
DTMK,0.00913611116037,0.0018272222320740003
YSNW,0.0036382743559,0.00072765487118
YKFP,0.029385152855,0.005877030571
WFMH,0.00689912284422,0.001379824568844
CLLP,0.0232873558293,0.00465747116586
SVGK,0.0042022998523,0.0008404599704600001
TGFV,0.0123183521263,0.0024636704252600002
PMAL,0.00421203807613,0.0008424076152260001
PTMT,0.00367544701854,0.000735089403708
NTIA,0.00156172840348,0.000312345680696
LNWH,0.00388770687675,0.0007775413753500001
RCPQ,0.00634452163915,0.00126890432783
EKLG,3.20063435241,0.640126870482
KCNV,0.00676748974842,0.0013534979496840002
TVMI,0.00830555560034,0.0016611111200680003
IAKC,0.00517138367568,0.001034276735136
QVDM,0.00165709392268,0.000331418784536
DDVG,0.00830555560034,0.0016611111200680003
DNNW,0.0114201389505,0.0022840277901
KGPQ,0.00278900710724,0.000557801421448
HHAV,0.0301076390512,0.006021527810240001
NNIQ,0.00294713263238,0.000589426526476
SWQE,0.00527083336175,0.00105416667235
AFWA,0.0119166667309,0.00238333334618
LQQI,0.00652579368598,0.001305158737196
VHNC,0.00978869052897,0.0019577381057940004
VPAY,0.00145017637466,0.000290035274932
NMPQ,0.00246921923253,0.0004938438465060001
CMAA,1.23657131376,0.24731426275200002
STIE,0.0037804597905,0.0007560919581
PPWM,0.00693881860281,0.001387763720562
KGQV,0.00225892858361,0.000451785716722
GCCG,0.0288508773485,0.0057701754697
YWLM,0.0444738996109,0.008894779922180001
MIYL,0.00287902662617,0.0005758053252340001
PRCI,0.0104082279042,0.0020816455808400003
NKHV,0.0102461059742,0.00204922119484
RMHC,0.00921992869395,0.0018439857387900001
SFCP,0.0120649123458,0.00241298246916
TCRT,0.00702777781567,0.001405555563134
GLLC,0.00279676872256,0.000559353744512
DVRL,0.00440884720876,0.0008817694417520001
PTGR,0.00237187501279,0.000474375002558
CIEM,0.00263541668088,0.000527083336176
NGHV,0.00161225491065,0.00032245098213000005
WFTE,0.00208428391491,0.000416856782982
QMNS,0.00409079604196,0.0008181592083920001
PVDT,0.00265241936914,0.000530483873828
QTYG,0.626476193854,0.1252952387708
DKFW,0.0114201389505,0.0022840277901
LWAQ,0.00429213275991,0.0008584265519820001
